route_number,route_name,stop_name,x,y
25,Lexington/Gaines School,ACC Police Department IB,-83.32725271,33.94151778
25,Lexington/Gaines School,Busbee Hall,-83.368476,33.93813219
25,Lexington/Gaines School,188 Williams Street at Oconee Street,-83.36964,33.95432718
25,Lexington/Gaines School,Barnett Shoals Rd at Burger King IB,-83.34033073,33.92430565
25,Lexington/Gaines School,1560 Lexington Road,-83.35237065,33.94639107
25,Lexington/Gaines School,Lexington Rd at Cooper Rd IB,-83.31650127,33.93571798
25,Lexington/Gaines School,Lexington Rd at Diversion Center IB,-83.33110527,33.94262198
25,Lexington/Gaines School,2205 Lexington Road,-83.33997837,33.94494573
25,Lexington/Gaines School,Lexington Rd at Indiana Ave OB,-83.346736,33.94545928
25,Lexington/Gaines School,1735 Lexington Road,-83.3479959,33.94620889
25,Lexington/Gaines School,Lexington Rd at The Oaks Apts OB,-83.31903619,33.93670628
25,Lexington/Gaines School,1960 Lexington Road,-83.34372578,33.94467376
25,Lexington/Gaines School,2194 Lexington Road,-83.3408025,33.94467534
25,Lexington/Gaines School,Lexington Rd at Lowes IB,-83.32402036,33.93978049
25,Lexington/Gaines School,Lexington Rd at Mabry Dr IB,-83.34258927,33.94486448
25,Lexington/Gaines School,Lexington Rd at Pinnacle Bank OB,-83.32503927,33.93987338
25,Lexington/Gaines School,Lexington Rd at Reed St OB,-83.31351338,33.93375892
25,Lexington/Gaines School,Lexington Rd at Seagraves Dr OB,-83.33232219,33.94266438
25,Lexington/Gaines School,Lexington Rd at Shadybrook Dr OB,-83.33455073,33.94351888
25,Lexington/Gaines School,Lexington Rd at Thorton Plaza OB,-83.33031146,33.94210108
25,Lexington/Gaines School,Lexington Rd at Willowood OB,-83.32106219,33.93780553
0,Multiple Routes,337 Oak Street,-83.36283327,33.95184098
0,Multiple Routes,Oak St at Carr St OB,-83.36185019,33.95088628
0,Multiple Routes,Oak St at Poplar St OB,-83.36561219,33.95328218
0,Multiple Routes,235 Oak St at Poplar St IB,-83.36503709,33.95325328
25,Lexington/Gaines School,Oconee St at Park And Ride OB,-83.35750082,33.94727938
0,Multiple Routes,1321 Oconee Street,-83.35797401,33.94795942
0,Multiple Routes,UGA Human Resources,-83.37357927,33.95652218
0,Multiple Routes,450 Balwdwin at Stone Mill Run,-83.37003757,33.95312619
26,College Station,College Station Rd at Riverbend Rd OB,-83.3637987,33.93183938
26,College Station,850 College Station,-83.35855192,33.93095108
26,College Station,1078 College Station at Segrest Cir OB,-83.35200973,33.92204237
26,College Station,1012 College Station at University Cir,-83.35447927,33.92406437
26,College Station,960 College Station - U.S. EPA,-83.35598792,33.92741637
26,College Station,Barnett Shoals at Forest Road Inbound,-83.34171482,33.92098717
27,Barnett Shoals/Cedar Shoals,UGA College of Environment and Design,-83.37305346,33.95487708
27,Barnett Shoals/Cedar Shoals,1137 Cedar Shoals Drive,-83.33655528,33.92733058
27,Barnett Shoals/Cedar Shoals,188 Williams Street at Oconee Street,-83.36954546,33.95431938
27,Barnett Shoals/Cedar Shoals,Fire Station 5 - 1090 Whit Davis Road,-83.31440272,33.9110691
27,Barnett Shoals/Cedar Shoals,1300 Cedar Shoals Drive,-83.33056922,33.92360997
27,Barnett Shoals/Cedar Shoals,Barnett Shoals Rd at Bailey St IB,-83.35386219,33.94482998
27,Barnett Shoals/Cedar Shoals,445 Barnett Shoals Rd at Dekle Dr IB,-83.35154636,33.94090888
27,Barnett Shoals/Cedar Shoals,Barnett Shoals Rd at Georgetown Cir IB,-83.34073709,33.92691547
27,Barnett Shoals/Cedar Shoals,Barnett Shoals Rd at Research Dr OB,-83.34302432,33.92928368
27,Barnett Shoals/Cedar Shoals,335 Barnett Shoals Rd at Johnson Dr IB,-83.35248609,33.94239308
27,Barnett Shoals/Cedar Shoals,Barnett Shoals Rd at Park Ridge Dr IB,-83.34381109,33.93037808
27,Barnett Shoals/Cedar Shoals,1035 Barnett Shoals Rd at The Summit,-83.34813328,33.93238313
27,Barnett Shoals/Cedar Shoals,1800 Cedar Shoals Drive,-83.31496073,33.91134217
27,Barnett Shoals/Cedar Shoals,410 Whit Davis Road,-83.31121773,33.92411608
27,Barnett Shoals/Cedar Shoals,Whit Davis Rd Across From Pettit Ln IB,-83.31093073,33.92216863
27,Barnett Shoals/Cedar Shoals,730 Whit Davis Road,-83.31161027,33.91881695
27,Barnett Shoals/Cedar Shoals,Whit Davis Rd at Carrington Dr OB,-83.311795,33.91603543
27,Barnett Shoals/Cedar Shoals,Whit Davis Rd at Cedar Springs Dr IB,-83.31207419,33.91607898
27,Barnett Shoals/Cedar Shoals,525 Whit Davis Road,-83.31093299,33.92414698
27,Barnett Shoals/Cedar Shoals,Whit Davis Rd at Firewood Ct IB,-83.31156636,33.93108328
27,Barnett Shoals/Cedar Shoals,Whit Davis Rd at Honey Tree Dr IB,-83.31295427,33.91202208
27,Barnett Shoals/Cedar Shoals,Whit Davis Rd at Meadow Creek Dr IB,-83.31154336,33.92768698
27,Barnett Shoals/Cedar Shoals,625 Whit Davis Road,-83.31063944,33.92194937
27,Barnett Shoals/Cedar Shoals,1105 Whit Davis Road,-83.3128879,33.91169437
27,Barnett Shoals/Cedar Shoals,325 Whit Davis Road,-83.31130754,33.92731418
27,Barnett Shoals/Cedar Shoals,Whit Davis Rd at Whisperwood Ln OB,-83.31143517,33.91869069
27,Barnett Shoals/Cedar Shoals,Barnett Shoals at Ikon Apts OB,-83.35295327,33.94251698
27,Barnett Shoals/Cedar Shoals,Barnett Shoals at The Woodlands Apt OB,-83.35166146,33.94039218
27,Barnett Shoals/Cedar Shoals,Barnett Shoals at Brookewood Mill OB,-83.35098719,33.93698178
27,Barnett Shoals/Cedar Shoals,Barnett Shoals at Dennis Dr OB,-83.341371,33.92725437
27,Barnett Shoals/Cedar Shoals,1025 Barnett Shoals at Lakewood Hills,-83.35017836,33.93467808
27,Barnett Shoals/Cedar Shoals,Barnett Shoals across Carriage Ln IB,-83.35053344,33.93659218
27,Barnett Shoals/Cedar Shoals,Whit Davis Across From Firewood Ct OB,-83.31150409,33.93077118
30,North Side Circulator ,Hallmark Mobile Home Park,-83.331016,33.96130398
30,North Side Circulator ,Athena Drive and Olympic Drive,-83.32935965,33.97528988
30,North Side Circulator ,North Ave and Hull Road,-83.35688836,33.98817488
30,North Side Circulator ,JJ Harris Elementary School,-83.34618609,34.01055741
30,North Side Circulator ,Veterans Administration,-83.31567879,34.02894601
30,North Side Circulator ,Voyles Road and Spring Valley Road,-83.30264919,33.98761998
30,North Side Circulator ,Trail Creek - (Rt. 30 - Northside),-83.33521736,33.99549251
30,North Side Circulator ,Pinewoods,-83.3279541,34.01044809
